DATE,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
5/3/2015,Kathmandu,27.7,85.3,0.78,84.05,6.96,40.61,19.77,5.62,25.93,13.42,12.51,20.15,2.02,3.85,0.46,3.39,2.19,3.63,0.55,3.08
5/4/2015,Kathmandu,27.7,85.3,0.07,84.05,5.88,33.38,20.23,3.31,27.39,12.89,14.5,20.14,2.72,4.72,0.62,4.1,2.99,4.47,0.85,3.62
5/5/2015,Kathmandu,27.7,85.3,0.02,83.93,5.8,30.21,21.6,3.15,28.6,14.42,14.19,21.05,2.67,5.07,0.79,4.28,2.79,4.51,0.92,3.59
5/6/2015,Kathmandu,27.7,85.3,0.64,83.82,6.47,33.6,21.6,4.65,27.85,14.7,13.14,21.31,2.57,5.05,0.18,4.87,2.71,4.93,0.24,4.69
5/7/2015,Kathmandu,27.7,85.3,0.51,83.9,7.28,37.1,21.94,6.39,27.72,16.33,11.38,21.75,2.47,4.79,0.39,4.4,2.68,4.64,0.58,4.06
5/8/2015,Kathmandu,27.7,85.3,0.0,83.87,8.03,40.05,22.27,7.68,28.36,16.64,11.72,22.43,2.6,5.73,0.72,5.01,2.71,5.09,0.93,4.16
5/9/2015,Kathmandu,27.7,85.3,0.9,83.83,9.55,47.65,22.25,10.25,27.28,17.48,9.8,22.72,2.11,4.79,0.16,4.64,2.03,4.01,0.18,3.83
5/10/2015,Kathmandu,27.7,85.3,3.61,83.84,10.15,49.4,22.66,11.18,28.42,17.25,11.17,23.27,2.34,4.85,0.11,4.74,2.4,4.24,0.24,3.99
5/11/2015,Kathmandu,27.7,85.3,15.9,83.91,10.05,51.25,21.91,11.03,27.38,16.88,10.51,21.82,2.37,4.89,0.32,4.57,2.47,4.48,0.3,4.18
5/12/2015,Kathmandu,27.7,85.3,7.31,83.92,10.67,59.88,20.34,11.85,25.41,15.98,9.43,20.47,2.59,5.46,0.4,5.06,2.74,5.13,0.55,4.58
5/13/2015,Kathmandu,27.7,85.3,0.69,83.93,10.08,54.65,20.91,11.17,26.27,15.35,10.92,21.35,2.38,4.92,0.24,4.68,2.43,4.38,0.37,4.01
5/14/2015,Kathmandu,27.7,85.3,0.04,83.99,9.23,47.44,21.8,9.8,27.27,16.4,10.87,22.1,2.29,4.04,1.05,2.99,2.62,3.94,1.33,2.61
5/15/2015,Kathmandu,27.7,85.3,0.06,83.98,9.47,46.78,22.44,9.94,27.24,18.01,9.22,22.96,2.46,5.84,0.58,5.26,2.7,5.92,1.02,4.9
5/16/2015,Kathmandu,27.7,85.3,0.77,83.82,10.34,52.1,22.08,11.46,28.08,17.31,10.77,23.61,2.36,5.08,0.51,4.57,2.76,5.12,0.8,4.32
5/17/2015,Kathmandu,27.7,85.3,0.58,83.7,10.22,52.69,21.68,11.23,26.4,17.35,9.05,22.55,2.42,5.74,0.13,5.6,2.45,5.15,0.09,5.06
5/18/2015,Kathmandu,27.7,85.3,1.01,83.68,11.2,56.07,22.14,12.62,27.01,17.4,9.61,23.4,2.41,5.11,0.6,4.51,2.44,4.31,0.65,3.66
5/19/2015,Kathmandu,27.7,85.3,5.6,83.64,13.21,64.8,22.45,15.07,27.59,17.65,9.94,23.92,2.32,5.08,0.29,4.79,2.4,4.34,0.54,3.8
5/20/2015,Kathmandu,27.7,85.3,3.63,83.64,11.66,54.63,23.23,13.11,28.8,17.87,10.93,24.41,2.15,4.58,0.11,4.47,2.17,3.95,0.12,3.83
5/21/2015,Kathmandu,27.7,85.3,2.19,83.56,9.17,44.48,22.66,9.63,28.72,15.91,12.81,23.25,2.68,5.2,0.6,4.6,2.92,4.87,0.78,4.08
5/22/2015,Kathmandu,27.7,85.3,0.64,83.47,7.33,32.89,23.95,6.33,30.85,16.14,14.71,23.89,2.43,4.91,0.6,4.31,2.59,4.52,0.75,3.77
5/23/2015,Kathmandu,27.7,85.3,2.38,83.42,6.94,31.42,23.79,5.49,30.26,17.31,12.95,23.58,2.54,4.93,0.82,4.11,2.7,4.61,0.82,3.79
5/24/2015,Kathmandu,27.7,85.3,1.5,83.53,7.31,33.6,23.56,6.27,30.2,16.99,13.22,23.64,2.83,5.6,0.78,4.82,3.08,5.27,0.57,4.7
5/25/2015,Kathmandu,27.7,85.3,0.1,83.55,7.73,36.11,23.29,7.15,29.82,16.52,13.3,23.73,2.72,5.2,0.24,4.95,2.81,4.56,0.34,4.22
5/26/2015,Kathmandu,27.7,85.3,3.63,83.71,8.26,38.44,23.38,8.05,29.57,17.2,12.38,23.8,2.53,5.31,0.27,5.04,2.63,4.78,0.24,4.53
5/27/2015,Kathmandu,27.7,85.3,2.05,83.7,8.1,39.07,22.79,7.77,28.75,17.16,11.59,23.12,2.41,4.91,0.08,4.83,2.43,4.23,0.25,3.98
5/28/2015,Kathmandu,27.7,85.3,0.13,83.6,7.81,37.83,22.71,7.27,28.89,16.29,12.6,23.3,2.69,5.48,0.33,5.14,2.77,4.89,0.32,4.58
5/29/2015,Kathmandu,27.7,85.3,0.1,83.7,8.66,38.92,23.96,8.84,30.33,17.58,12.75,24.41,2.41,5.13,0.08,5.05,2.43,4.55,0.22,4.32
5/30/2015,Kathmandu,27.7,85.3,8.88,83.81,8.67,40.43,23.36,8.75,29.58,17.33,12.25,23.59,2.32,4.81,0.33,4.48,2.34,4.21,0.39,3.82
5/31/2015,Kathmandu,27.7,85.3,1.47,83.7,8.66,40.66,23.24,8.6,29.55,16.59,12.97,23.87,2.49,5.01,0.13,4.88,2.66,4.71,0.21,4.51
6/1/2015,Kathmandu,27.7,85.3,0.66,83.63,7.97,35.11,24.29,7.43,30.4,17.49,12.91,24.82,2.38,5.2,0.34,4.86,2.61,5.1,0.38,4.72
6/2/2015,Kathmandu,27.7,85.3,0.82,83.77,8.47,37.99,24.02,8.37,29.97,17.83,12.14,24.51,2.42,5.22,0.28,4.94,2.48,4.68,0.3,4.39
6/3/2015,Kathmandu,27.7,85.3,0.45,83.87,9.19,40.88,24.16,9.53,30.78,16.93,13.85,25.33,2.4,4.23,0.49,3.73,2.64,3.66,0.77,2.89
6/4/2015,Kathmandu,27.7,85.3,9.06,83.95,12.14,55.94,23.57,13.56,28.78,19.12,9.67,24.54,2.12,4.37,0.33,4.04,2.08,3.59,0.42,3.17
6/5/2015,Kathmandu,27.7,85.3,0.2,83.84,11.26,49.61,24.29,12.6,29.4,19.62,9.78,25.12,2.41,4.35,0.63,3.72,2.51,3.93,0.91,3.01
6/6/2015,Kathmandu,27.7,85.3,0.06,83.62,8.93,37.45,25.1,9.18,31.37,20.12,11.25,25.82,2.6,4.85,0.83,4.01,2.88,4.71,1.02,3.69
6/7/2015,Kathmandu,27.7,85.3,0.03,83.62,7.64,31.64,25.32,6.98,31.46,18.98,12.49,25.45,2.3,4.54,0.64,3.9,2.48,4.38,0.88,3.5
6/8/2015,Kathmandu,27.7,85.3,1.37,83.6,8.98,37.58,25.13,9.08,31.07,19.0,12.07,25.99,2.48,4.66,0.48,4.18,2.54,3.96,0.47,3.5
6/9/2015,Kathmandu,27.7,85.3,5.66,83.45,10.23,42.21,25.32,11.07,31.77,18.62,13.15,25.98,2.62,5.56,0.23,5.34,2.78,5.25,0.38,4.87
6/10/2015,Kathmandu,27.7,85.3,3.12,83.45,10.23,42.6,25.17,11.24,31.38,18.99,12.38,25.99,2.56,5.11,0.55,4.56,2.78,4.61,0.7,3.91
6/11/2015,Kathmandu,27.7,85.3,11.88,83.58,11.72,56.29,22.81,13.24,27.52,18.95,8.57,23.56,2.01,4.33,0.45,3.88,2.11,3.84,0.32,3.53
6/12/2015,Kathmandu,27.7,85.3,8.72,83.55,11.6,54.46,23.18,13.08,28.64,18.1,10.54,24.31,2.57,5.43,0.41,5.03,2.75,4.94,0.32,4.62
6/13/2015,Kathmandu,27.7,85.3,3.74,83.51,12.01,57.75,22.77,13.53,28.39,17.05,11.33,24.44,2.51,4.18,1.19,2.99,2.99,4.01,1.05,2.97
6/14/2015,Kathmandu,27.7,85.3,4.6,83.47,12.85,63.54,22.3,14.57,27.75,17.26,10.49,24.23,2.28,4.3,0.83,3.47,2.42,3.67,1.31,2.36
6/15/2015,Kathmandu,27.7,85.3,1.71,83.51,12.92,62.38,22.69,14.72,28.17,17.49,10.68,24.64,2.11,4.4,0.12,4.29,2.05,3.69,0.17,3.52
6/16/2015,Kathmandu,27.7,85.3,2.37,83.55,13.15,64.19,22.52,14.93,27.62,17.9,9.72,24.43,2.1,4.19,0.41,3.78,2.02,3.4,0.59,2.81
6/17/2015,Kathmandu,27.7,85.3,2.41,83.48,14.28,69.07,22.64,16.32,27.27,18.74,8.53,24.21,1.93,4.2,0.11,4.1,1.8,3.54,0.07,3.47
6/18/2015,Kathmandu,27.7,85.3,4.2,83.46,14.24,65.55,23.46,16.27,28.72,18.51,10.21,25.44,2.39,4.5,0.44,4.06,2.42,3.62,0.67,2.96
6/19/2015,Kathmandu,27.7,85.3,10.69,83.51,15.88,75.58,22.9,18.01,27.72,18.93,8.79,24.73,2.32,4.43,0.85,3.58,2.38,3.66,1.58,2.09
6/20/2015,Kathmandu,27.7,85.3,19.63,83.51,16.57,79.24,22.82,18.72,27.46,19.02,8.44,24.2,2.37,4.43,0.86,3.57,2.51,3.81,1.38,2.43
6/21/2015,Kathmandu,27.7,85.3,10.75,83.47,16.42,80.3,22.44,18.51,26.3,19.17,7.13,23.66,2.04,3.64,0.49,3.15,2.41,3.19,1.0,2.19
6/22/2015,Kathmandu,27.7,85.3,1.49,83.23,15.74,80.34,21.69,17.7,24.94,19.37,5.57,22.34,1.33,2.68,0.12,2.56,1.44,2.42,0.25,2.17
6/23/2015,Kathmandu,27.7,85.3,6.88,83.13,15.77,75.99,22.62,17.82,27.19,18.11,9.08,23.91,2.89,5.4,0.36,5.04,3.15,5.13,0.53,4.6
6/24/2015,Kathmandu,27.7,85.3,13.81,83.19,16.54,80.52,22.46,18.62,26.6,19.08,7.52,23.48,3.1,6.29,0.36,5.93,3.4,6.2,0.65,5.54
6/25/2015,Kathmandu,27.7,85.3,9.12,83.11,16.0,74.72,23.13,18.07,27.56,19.36,8.2,24.53,2.35,4.68,0.37,4.3,2.49,4.11,0.53,3.57
6/26/2015,Kathmandu,27.7,85.3,13.35,82.95,16.39,77.46,22.9,18.3,27.34,19.2,8.14,24.0,2.56,4.59,0.68,3.91,2.72,4.13,1.0,3.14
6/27/2015,Kathmandu,27.7,85.3,12.25,83.1,16.28,84.74,21.34,18.28,25.65,18.91,6.74,21.92,2.05,4.51,0.27,4.24,2.18,3.84,0.23,3.61
6/28/2015,Kathmandu,27.7,85.3,5.33,83.57,15.73,83.83,21.06,17.89,24.8,18.93,5.88,21.82,3.16,7.73,0.59,7.14,3.77,8.56,0.83,7.73
6/29/2015,Kathmandu,27.7,85.3,0.26,83.88,15.08,78.8,21.44,17.31,25.38,18.02,7.35,22.83,2.32,4.54,0.81,3.73,2.61,4.14,1.35,2.78
6/30/2015,Kathmandu,27.7,85.3,6.05,83.76,15.82,77.19,22.54,18.01,26.88,18.34,8.54,23.91,2.42,4.74,0.62,4.12,2.54,4.26,0.69,3.57
7/1/2015,Kathmandu,27.7,85.3,30.4,83.7,16.74,84.17,22.02,18.85,25.1,19.4,5.7,22.9,1.81,3.29,0.31,2.98,1.85,2.7,0.47,2.23
7/2/2015,Kathmandu,27.7,85.3,3.59,83.61,16.72,84.0,22.02,18.79,25.5,18.8,6.7,22.96,2.07,4.39,0.14,4.25,2.07,3.89,0.18,3.71
7/3/2015,Kathmandu,27.7,85.3,10.04,83.45,16.97,81.35,22.75,19.04,26.81,19.46,7.35,23.63,2.8,5.47,0.07,5.4,3.12,5.49,0.05,5.43
7/4/2015,Kathmandu,27.7,85.3,7.51,83.32,16.74,79.58,22.87,18.8,26.39,19.47,6.92,23.47,2.62,5.32,0.54,4.78,3.04,5.12,0.87,4.25
7/5/2015,Kathmandu,27.7,85.3,18.91,83.25,17.2,81.12,22.99,19.15,27.09,19.83,7.26,23.61,2.42,4.86,0.54,4.32,2.67,4.45,0.96,3.49
7/6/2015,Kathmandu,27.7,85.3,10.63,83.34,17.09,88.47,21.48,19.1,24.5,18.84,5.66,22.14,2.49,4.98,0.38,4.6,2.71,5.09,0.69,4.4
7/7/2015,Kathmandu,27.7,85.3,5.01,83.33,15.68,82.51,21.21,17.62,25.48,18.06,7.42,21.83,1.98,4.07,0.75,3.33,2.17,3.69,1.02,2.67
7/8/2015,Kathmandu,27.7,85.3,6.51,83.35,16.49,90.93,20.45,18.43,22.75,18.49,4.26,20.73,1.78,3.62,0.49,3.13,1.87,3.28,0.77,2.5
7/9/2015,Kathmandu,27.7,85.3,5.86,83.36,15.99,81.34,21.77,17.96,25.89,18.5,7.39,22.15,1.87,3.78,0.18,3.6,1.93,3.23,0.4,2.83
7/10/2015,Kathmandu,27.7,85.3,5.46,83.38,15.95,84.54,21.11,18.03,24.63,18.55,6.08,21.45,2.67,6.12,0.11,6.01,3.44,6.93,0.13,6.8
7/11/2015,Kathmandu,27.7,85.3,3.32,83.62,16.03,86.32,20.89,18.17,24.07,17.83,6.24,21.44,2.57,4.71,0.9,3.82,3.27,5.01,1.52,3.48
7/12/2015,Kathmandu,27.7,85.3,0.08,83.63,16.92,85.23,21.98,19.05,25.85,18.31,7.55,23.1,2.18,4.12,0.59,3.53,2.27,3.57,1.01,2.56
7/13/2015,Kathmandu,27.7,85.3,0.13,83.51,17.17,86.18,22.01,19.28,25.15,19.3,5.86,22.53,1.93,4.18,0.22,3.96,1.93,3.53,0.36,3.17
7/14/2015,Kathmandu,27.7,85.3,3.6,83.29,17.67,87.02,22.27,19.65,25.48,19.61,5.87,22.75,2.3,4.61,0.27,4.33,2.46,4.54,0.33,4.21
7/15/2015,Kathmandu,27.7,85.3,27.62,83.06,17.56,86.96,22.14,19.51,25.88,19.58,6.29,22.82,2.66,5.46,0.41,5.05,2.85,5.25,0.7,4.55
7/16/2015,Kathmandu,27.7,85.3,34.65,83.09,17.46,92.38,21.07,19.28,23.9,18.43,5.47,21.52,3.06,5.69,0.48,5.21,3.46,5.61,1.12,4.49
7/17/2015,Kathmandu,27.7,85.3,2.23,83.28,15.61,82.92,21.05,17.64,24.98,17.8,7.19,21.61,2.15,3.81,0.29,3.52,2.47,3.83,0.22,3.61
7/18/2015,Kathmandu,27.7,85.3,4.06,83.38,15.6,85.32,20.6,17.72,23.4,17.98,5.42,21.12,1.6,3.12,0.11,3.01,1.57,2.61,0.22,2.39
7/19/2015,Kathmandu,27.7,85.3,7.8,83.3,16.16,82.82,21.64,18.1,25.62,18.21,7.41,22.19,2.21,3.8,0.88,2.92,2.4,3.14,0.95,2.19
7/20/2015,Kathmandu,27.7,85.3,15.78,83.38,16.47,87.7,21.02,18.54,25.13,18.11,7.02,21.59,2.36,5.28,0.08,5.2,2.61,5.23,0.48,4.75
7/21/2015,Kathmandu,27.7,85.3,5.45,83.54,16.09,85.76,21.05,18.16,24.91,18.19,6.72,21.57,2.59,5.27,0.13,5.14,2.71,4.99,0.29,4.7
7/22/2015,Kathmandu,27.7,85.3,7.08,83.69,16.22,88.27,20.74,18.32,24.26,17.49,6.77,21.37,2.42,4.61,0.31,4.3,2.58,4.17,0.61,3.56
7/23/2015,Kathmandu,27.7,85.3,4.52,83.76,16.32,92.21,20.14,18.44,22.67,17.82,4.85,20.41,1.82,3.61,0.49,3.12,2.01,3.41,0.62,2.79
7/24/2015,Kathmandu,27.7,85.3,13.07,83.7,16.45,91.73,20.34,18.6,23.27,18.12,5.15,20.84,2.31,4.62,1.05,3.57,2.65,4.36,1.79,2.57
7/25/2015,Kathmandu,27.7,85.3,7.99,83.63,16.55,90.11,20.71,18.66,23.97,18.09,5.88,21.21,1.94,3.63,0.05,3.58,2.09,3.14,0.22,2.92
7/26/2015,Kathmandu,27.7,85.3,3.59,83.55,15.78,82.74,21.32,17.78,25.25,17.87,7.38,21.73,1.83,3.56,0.28,3.27,1.77,2.91,0.61,2.3
7/27/2015,Kathmandu,27.7,85.3,1.87,83.53,15.35,83.46,20.72,17.29,24.14,17.7,6.44,20.87,2.25,4.24,0.23,4.02,2.38,3.74,0.36,3.39
7/28/2015,Kathmandu,27.7,85.3,4.63,83.5,15.98,85.61,20.96,18.08,24.4,17.8,6.59,21.52,2.26,4.51,0.24,4.28,2.36,3.92,0.15,3.77
7/29/2015,Kathmandu,27.7,85.3,8.47,83.35,16.98,89.22,21.23,19.06,24.61,18.37,6.24,21.92,2.8,5.05,0.54,4.51,3.24,5.29,0.93,4.35
7/30/2015,Kathmandu,27.7,85.3,29.78,83.36,16.53,88.64,20.91,18.56,24.68,17.77,6.91,21.57,2.69,5.18,0.21,4.97,3.04,4.72,0.63,4.1
7/31/2015,Kathmandu,27.7,85.3,8.52,83.4,14.25,77.99,20.6,16.15,24.7,16.91,7.79,20.76,2.27,3.57,0.25,3.32,2.69,4.01,0.32,3.69
8/1/2015,Kathmandu,27.7,85.3,10.98,83.69,14.84,82.03,20.5,16.97,24.34,16.65,7.69,21.09,2.06,4.33,0.36,3.97,2.24,3.92,0.54,3.38
8/2/2015,Kathmandu,27.7,85.3,6.95,83.78,15.66,84.88,20.82,17.81,24.06,18.02,6.04,21.25,1.87,4.38,0.11,4.27,1.92,3.94,0.28,3.66
8/3/2015,Kathmandu,27.7,85.3,0.2,83.68,16.39,88.3,20.9,18.46,24.04,18.26,5.78,21.16,2.15,4.45,0.04,4.42,2.21,4.11,0.17,3.94
8/4/2015,Kathmandu,27.7,85.3,0.92,83.58,16.62,90.57,20.69,18.78,23.88,17.95,5.92,21.41,2.19,4.07,0.87,3.2,2.35,3.49,1.29,2.2
8/5/2015,Kathmandu,27.7,85.3,5.28,83.45,16.84,90.79,20.84,18.95,24.1,18.23,5.87,21.58,2.18,4.02,1.18,2.84,2.34,3.39,1.48,1.91
8/6/2015,Kathmandu,27.7,85.3,13.0,83.45,16.44,86.06,21.32,18.5,24.56,18.61,5.95,21.9,1.97,3.61,0.43,3.19,2.06,3.23,0.6,2.63
8/7/2015,Kathmandu,27.7,85.3,19.24,83.54,16.54,89.06,20.88,18.68,23.81,18.57,5.24,21.32,2.18,4.17,0.58,3.59,2.34,3.65,0.71,2.94
8/8/2015,Kathmandu,27.7,85.3,5.16,83.62,16.41,89.53,20.68,18.56,24.37,17.91,6.45,21.21,1.76,4.22,0.11,4.11,1.74,3.68,0.15,3.53
8/9/2015,Kathmandu,27.7,85.3,3.21,83.47,17.02,88.79,21.37,19.12,24.56,18.13,6.42,21.87,2.48,5.02,0.13,4.89,2.53,4.75,0.21,4.54
8/10/2015,Kathmandu,27.7,85.3,15.61,83.53,17.44,86.41,22.22,19.39,26.21,18.73,7.48,22.93,2.33,3.85,0.3,3.54,2.49,4.15,0.36,3.78
8/11/2015,Kathmandu,27.7,85.3,18.1,83.83,17.08,89.07,21.45,19.14,24.28,18.98,5.3,21.98,2.23,3.68,0.69,2.98,2.54,4.44,0.92,3.52
8/12/2015,Kathmandu,27.7,85.3,13.26,83.82,16.96,90.01,21.16,19.11,24.09,18.61,5.48,21.64,1.92,4.28,0.06,4.22,1.93,3.79,0.06,3.73
8/13/2015,Kathmandu,27.7,85.3,1.56,83.76,17.28,89.4,21.56,19.34,25.11,18.84,6.27,22.17,1.98,3.72,0.52,3.19,2.32,3.41,1.08,2.33
8/14/2015,Kathmandu,27.7,85.3,3.35,83.74,17.47,93.4,21.02,19.57,23.6,19.34,4.26,21.27,2.11,4.88,0.57,4.31,2.3,4.7,0.71,3.99
8/15/2015,Kathmandu,27.7,85.3,9.34,83.75,17.05,91.91,20.89,19.14,23.71,18.78,4.93,21.05,1.91,4.66,0.25,4.42,2.08,4.44,0.37,4.08
8/16/2015,Kathmandu,27.7,85.3,10.58,83.74,17.02,89.4,21.32,19.1,24.39,18.84,5.55,21.66,1.99,4.2,0.41,3.79,2.01,3.85,0.6,3.25
8/17/2015,Kathmandu,27.7,85.3,51.23,83.66,17.12,92.84,20.78,19.15,23.18,18.85,4.33,20.69,2.05,4.47,0.62,3.84,2.23,4.29,0.77,3.52
8/18/2015,Kathmandu,27.7,85.3,13.3,83.65,16.72,90.78,20.76,18.81,23.95,18.4,5.54,21.19,2.22,4.7,0.03,4.68,2.42,4.55,0.12,4.43
8/19/2015,Kathmandu,27.7,85.3,16.88,83.55,17.72,94.63,21.0,19.74,24.32,18.51,5.81,21.46,3.09,5.84,1.36,4.48,3.56,5.84,2.1,3.75
8/20/2015,Kathmandu,27.7,85.3,33.35,83.49,17.76,96.51,20.7,19.71,22.72,18.83,3.89,20.79,2.97,4.76,0.99,3.76,3.64,5.92,1.76,4.15
8/21/2015,Kathmandu,27.7,85.3,41.62,83.52,17.2,96.05,20.28,19.27,23.06,18.23,4.83,20.54,3.3,6.06,1.49,4.57,4.0,6.27,2.36,3.91
8/22/2015,Kathmandu,27.7,85.3,5.93,83.5,16.6,92.58,20.29,18.68,23.61,17.57,6.04,20.94,2.36,4.6,0.87,3.73,2.65,4.11,1.17,2.94
8/23/2015,Kathmandu,27.7,85.3,0.41,83.5,16.75,91.8,20.58,18.76,24.07,17.72,6.36,21.03,2.18,4.34,0.58,3.76,2.4,3.79,0.93,2.87
8/24/2015,Kathmandu,27.7,85.3,0.48,83.53,17.05,91.5,20.92,19.01,24.45,17.81,6.64,21.56,2.07,3.85,0.4,3.45,2.31,3.52,0.63,2.89
8/25/2015,Kathmandu,27.7,85.3,4.68,83.48,17.23,92.22,20.96,19.16,24.16,18.43,5.73,21.2,2.31,4.64,0.26,4.38,2.62,4.49,0.77,3.73
8/26/2015,Kathmandu,27.7,85.3,18.55,83.61,16.97,95.03,20.25,19.07,22.31,18.7,3.61,20.31,1.88,3.38,1.04,2.35,2.3,3.3,1.38,1.92
8/27/2015,Kathmandu,27.7,85.3,15.54,83.72,16.48,95.19,19.78,18.56,21.66,18.13,3.54,19.63,1.92,4.13,0.58,3.54,2.15,4.01,0.8,3.21
8/28/2015,Kathmandu,27.7,85.3,13.01,83.67,16.5,89.11,20.85,18.48,24.21,18.46,5.75,20.79,2.03,4.35,0.49,3.86,2.19,4.39,0.55,3.85
8/29/2015,Kathmandu,27.7,85.3,5.59,83.57,17.22,93.52,20.74,19.29,23.34,18.65,4.69,20.92,2.35,4.41,0.68,3.73,2.72,4.22,1.14,3.08
8/30/2015,Kathmandu,27.7,85.3,12.81,83.54,17.22,94.06,20.64,19.29,23.77,18.23,5.54,20.94,3.0,6.35,1.21,5.15,3.41,6.45,1.88,4.57
8/31/2015,Kathmandu,27.7,85.3,18.31,83.52,17.01,93.98,20.45,19.02,23.7,18.12,5.58,20.66,2.74,5.37,0.76,4.61,3.29,5.4,1.27,4.14
9/1/2015,Kathmandu,27.7,85.3,1.65,83.41,16.67,93.35,20.22,18.76,23.38,17.59,5.79,20.74,2.64,4.8,0.85,3.95,3.04,4.64,1.22,3.42
9/2/2015,Kathmandu,27.7,85.3,3.73,83.51,15.99,88.82,20.37,17.98,24.24,17.17,7.07,20.83,1.87,3.74,0.12,3.61,2.02,3.37,0.1,3.27
9/3/2015,Kathmandu,27.7,85.3,10.14,83.83,15.41,86.82,20.21,17.37,23.94,17.27,6.67,20.44,1.87,3.91,0.28,3.63,1.98,3.52,0.44,3.09
9/4/2015,Kathmandu,27.7,85.3,1.51,84.03,15.78,90.07,20.03,17.96,23.39,17.51,5.88,20.41,2.21,4.28,0.75,3.53,2.51,3.96,1.18,2.78
9/5/2015,Kathmandu,27.7,85.3,1.88,83.98,15.51,87.56,20.2,17.73,23.86,17.64,6.22,20.47,1.82,4.02,0.23,3.79,1.87,3.54,0.32,3.22
9/6/2015,Kathmandu,27.7,85.3,0.28,83.92,15.0,85.55,20.04,17.04,23.67,16.88,6.79,20.11,1.91,3.58,0.81,2.77,2.04,3.09,0.99,2.1
9/7/2015,Kathmandu,27.7,85.3,2.09,83.86,14.76,84.82,19.9,16.91,23.26,17.26,6.0,20.0,1.71,3.78,0.36,3.43,1.71,3.2,0.49,2.71
9/8/2015,Kathmandu,27.7,85.3,3.7,83.83,14.59,82.92,20.08,16.5,24.01,16.88,7.13,19.91,1.65,3.48,0.23,3.25,1.59,3.0,0.35,2.65
9/9/2015,Kathmandu,27.7,85.3,0.16,83.85,15.51,84.97,20.66,17.49,24.33,17.63,6.7,20.41,1.68,3.67,0.21,3.46,1.65,3.13,0.33,2.79
9/10/2015,Kathmandu,27.7,85.3,4.39,83.99,16.6,90.53,20.75,18.76,24.03,18.08,5.96,20.81,1.88,4.03,0.42,3.61,1.95,3.7,0.43,3.27
9/11/2015,Kathmandu,27.7,85.3,14.33,84.03,16.2,92.88,19.95,18.4,22.67,18.11,4.56,20.23,1.8,3.41,0.88,2.53,2.09,3.12,1.37,1.75
9/12/2015,Kathmandu,27.7,85.3,23.43,84.07,14.8,88.64,19.27,16.96,22.16,16.88,5.28,19.39,1.49,3.4,0.36,3.05,1.62,2.94,0.46,2.49
9/13/2015,Kathmandu,27.7,85.3,4.02,84.02,15.05,86.38,19.95,17.17,23.25,16.83,6.42,20.02,1.6,3.12,0.18,2.94,1.68,2.64,0.23,2.41
9/14/2015,Kathmandu,27.7,85.3,16.53,83.85,16.08,88.84,20.52,18.19,23.7,18.08,5.62,20.44,1.76,3.67,0.18,3.49,1.97,3.54,0.34,3.2
9/15/2015,Kathmandu,27.7,85.3,4.14,83.84,15.67,92.36,19.48,17.79,21.65,17.41,4.23,19.15,1.71,3.96,0.15,3.81,1.94,4.09,0.2,3.89
9/16/2015,Kathmandu,27.7,85.3,0.06,83.81,14.39,82.99,19.84,16.4,22.4,17.26,5.15,19.51,1.18,2.45,0.22,2.23,1.18,2.07,0.31,1.76
9/17/2015,Kathmandu,27.7,85.3,0.2,83.88,15.69,88.0,20.28,17.66,23.22,17.74,5.48,19.98,1.56,3.58,0.18,3.4,1.55,3.25,0.24,3.01
9/18/2015,Kathmandu,27.7,85.3,0.01,83.95,15.85,85.66,20.9,17.84,24.13,18.3,5.83,20.61,1.43,3.11,0.2,2.91,1.4,2.58,0.36,2.22
9/19/2015,Kathmandu,27.7,85.3,1.17,83.83,15.83,84.28,21.12,17.69,24.63,18.01,6.62,20.74,1.88,3.59,0.51,3.09,1.94,3.12,0.59,2.53
9/20/2015,Kathmandu,27.7,85.3,7.53,83.76,16.4,97.07,19.39,18.51,20.94,18.06,2.88,19.22,1.61,3.84,0.35,3.49,1.93,3.87,0.62,3.25
9/21/2015,Kathmandu,27.7,85.3,7.66,83.67,15.65,91.52,19.57,17.7,22.64,17.55,5.1,19.49,1.68,3.78,0.35,3.43,1.87,3.51,0.6,2.91
9/22/2015,Kathmandu,27.7,85.3,10.82,83.66,16.38,95.16,19.67,18.39,22.37,17.7,4.67,19.51,2.0,4.8,0.15,4.65,2.43,4.79,0.16,4.63
9/23/2015,Kathmandu,27.7,85.3,12.37,83.68,16.16,92.95,19.84,18.22,23.35,17.38,5.97,20.14,2.63,5.2,0.88,4.32,3.14,5.28,1.64,3.64
9/24/2015,Kathmandu,27.7,85.3,1.62,83.57,15.6,92.08,19.41,17.73,23.49,16.28,7.22,19.83,2.44,5.35,0.21,5.15,2.81,5.54,0.38,5.16
9/25/2015,Kathmandu,27.7,85.3,0.21,83.59,13.81,87.05,18.37,15.86,22.06,15.42,6.64,18.6,1.91,4.51,0.2,4.31,2.05,4.32,0.3,4.02
9/26/2015,Kathmandu,27.7,85.3,0.53,83.81,13.03,82.3,18.38,14.95,22.03,15.33,6.7,18.25,1.67,3.8,0.25,3.55,1.71,3.6,0.35,3.25
